iter	Logloss	Accuracy
886	0.2683661997	0.9088863892
887	0.2683554874	0.9088863892
888	0.2681968808	0.9088863892
889	0.2681938904	0.9088863892
890	0.2681441082	0.9088863892
891	0.2681186128	0.9088863892
892	0.2679876982	0.9088863892
893	0.2679435862	0.9088863892
894	0.2678411975	0.9088863892
895	0.2677847363	0.9088863892
896	0.2676871379	0.9088863892
897	0.2675903841	0.9088863892
898	0.2675818707	0.9088863892
899	0.2675577001	0.9088863892
900	0.2674726814	0.9088863892
901	0.2673889747	0.9088863892
902	0.2672064364	0.9088863892
903	0.2670909381	0.9077615298
904	0.2669175128	0.9077615298
905	0.2668499414	0.9077615298
906	0.2667104605	0.9077615298
907	0.2666936686	0.9077615298
908	0.2666370083	0.9077615298
909	0.2664867717	0.9077615298
910	0.2664270904	0.9077615298
911	0.2662639094	0.9077615298
912	0.2662311994	0.9077615298
913	0.2662111676	0.9077615298
914	0.2661761609	0.9077615298
915	0.2660648371	0.9088863892
916	0.2659479459	0.9088863892
917	0.265893239	0.9088863892
918	0.2657677076	0.9088863892
919	0.2657670915	0.9088863892
920	0.2657422193	0.9088863892
921	0.2653906025	0.9088863892
922	0.265355032	0.9088863892
923	0.2652892741	0.9088863892
924	0.2652477472	0.9088863892
925	0.2651531107	0.9100112486
926	0.2650869775	0.9100112486
927	0.2650400666	0.9100112486
928	0.2650096922	0.9088863892
929	0.2649542709	0.9088863892
930	0.2649093658	0.9088863892
931	0.2648657663	0.9088863892
932	0.264633483	0.9088863892
933	0.2645187127	0.9088863892
934	0.2645070301	0.9088863892
935	0.2644409986	0.9088863892
936	0.2644106453	0.9088863892
937	0.2643632789	0.9100112486
938	0.2642991881	0.9088863892
939	0.2642099369	0.9088863892
940	0.264062624	0.9088863892
941	0.2639866305	0.9100112486
942	0.2639690344	0.9100112486
943	0.26383316	0.9100112486
944	0.2636584966	0.9100112486
945	0.2636164484	0.9100112486
946	0.2635980952	0.9100112486
947	0.2634425369	0.9100112486
948	0.2634349645	0.9100112486
949	0.2633764957	0.9100112486
950	0.2632307409	0.9100112486
951	0.2630621234	0.9100112486
952	0.2630418291	0.9100112486
953	0.2629962975	0.9100112486
954	0.2628945094	0.9100112486
955	0.2628733854	0.9100112486
956	0.2627835874	0.9100112486
957	0.2623964044	0.9100112486
958	0.2622857604	0.9100112486
959	0.2621381819	0.9100112486
960	0.2619914032	0.9100112486
961	0.2619889771	0.9100112486
962	0.2619625615	0.9100112486
963	0.2617960162	0.9100112486
964	0.2616498386	0.9100112486
965	0.2616203811	0.9100112486
966	0.2615191579	0.9100112486
967	0.2614877924	0.9100112486
968	0.2614552918	0.9100112486
969	0.261138731	0.9100112486
970	0.2609455522	0.9100112486
971	0.2609342839	0.9100112486
972	0.2609111055	0.9100112486
973	0.2607137853	0.9100112486
974	0.2606714342	0.9100112486
975	0.2605655336	0.9100112486
976	0.2605254806	0.9100112486
977	0.2604505057	0.9100112486
978	0.2603476655	0.9100112486
979	0.2603408549	0.9100112486
980	0.2601484207	0.9100112486
981	0.2600589166	0.9100112486
982	0.2598808151	0.9100112486
983	0.2597765589	0.9100112486
984	0.2597562348	0.9100112486
985	0.2597362063	0.9100112486
986	0.259722204	0.9100112486
987	0.2596791401	0.9100112486
988	0.2595252412	0.9100112486
989	0.2595084017	0.9100112486
990	0.2594466405	0.9100112486
991	0.2592791232	0.911136108
992	0.2591358342	0.911136108
993	0.2590323211	0.911136108
994	0.2589414651	0.911136108
995	0.2588057607	0.911136108
996	0.2587266656	0.911136108
997	0.2586126491	0.911136108
998	0.2585620978	0.911136108
999	0.2583144592	0.9122609674
